Pradiniai duomenys:
#    | Name            | Year  | Grade | Hash
---------------------------------------------------------------------------------------------------------
776  | Tarra           | 4     | 7.53  | 8896b66ab93bfde36a4562fd69df292a6a80b4c938d07a957c9a8290e002903a
777  | Ida             | 4     | 7.54  | cc231ffa40f8bf622e1df3ffe6cf6e754c8af0ab20997aa3626e00bd85377635
778  | Queenie         | 4     | 7.55  | dd49a01e25fc337d8e91196e8cde69c2bccf31307de9bd3e44e2b72ced6e5453
779  | Marline         | 4     | 7.55  | 85aabad431b5d5f692325e12a4f93d6fdd2c85bf298d18cd7edc1742ae334c85
780  | Silvana         | 4     | 7.57  | 4eb76a12ff9aa61c7b01cf85903b7cc4c5da40300969402bbb420ea096cfed4d
781  | Renie           | 4     | 7.57  | 431fefae78261527294282cb9cb773b8547934274d94805fd642c644002a70a3
782  | Lucy            | 4     | 7.58  | 7c6c5b6867cfaff69e76bb18d5dce10317317bb04bd3e9458f504fad729e5ade
783  | Carmencita      | 4     | 7.58  | 6411201245164b62ee0952c20286f71ecfebaa376fae060ef00473663d7de8e8
784  | Augustine       | 4     | 7.61  | 31bf895dd57385a0ac4d5cd8e09c8f95858d99ecbbd8c1969744dbcc93b4fa83
785  | Edyth           | 4     | 7.66  | 5d8c53802fd5726f1a789601492fa8276e83c38e16966d7f70733f2b545e7cb8
786  | Shell           | 4     | 7.67  | 971cd02d533d6bf51c25b2b814e5ebdfedf7d3510dade576a2bb7eed09ef90dd
787  | Meriel          | 4     | 7.68  | f59379ae4d1a742b563e6cd189ac4dbbbb0f93f34c022bed4897258e078b593b
788  | Alia            | 4     | 7.68  | e4ad1b04dbc169548115cd1f10f07b3c55d6ebbfa199ba0331c4c53984769558
789  | Larine          | 4     | 7.69  | 5945db061b668120c4beb7512a6b4283d5220b393e5edd6f1f35a5c79ceca490
790  | Jackie          | 4     | 7.7   | 3f60fabae3b4b833e38b8e70c6ec7b17d5b2ff6df423e3f63256620fe5e5e4a6
791  | Candi           | 4     | 7.7   | cfa70cc4a8db6ff58af3e99cd0e5cd56fd1a8db65fc103944cb9fe84599722af
792  | Aurelie         | 4     | 7.71  | 533491a037f8797dab4508b878110c445d5d3269f78f30d1deaf04d57ccad6ef
793  | Florencia       | 4     | 7.71  | f50bbfa7c20b106ae9aae20e565a305cffec03da39a1a8d363c72b8c285643a5
794  | Sheelagh        | 4     | 7.71  | 3157b2dc976165124bde1bd552673ee900f06ed271376726f32cacc8e2b17961
795  | Dorthy          | 4     | 7.72  | c9c20665b65d193150df0dabaaa5a080cf92533cef357a2ec5f6178f471fb122
796  | Jolyn           | 4     | 7.72  | a2861261b635030f32b16f38e1ed24df239242f5123701dea4956eac831076ea
797  | Olwen           | 4     | 7.74  | 73e8fb3c9e9caf93a7a249c45a2c4ec7ef4ee8ff5781bfc8c94e3c9296460c17
798  | Genevra         | 4     | 7.75  | 85825e53b4424807b08d57771f62eaa180e8b1759ff272151fb24b37fd911bb1
799  | Tarra           | 4     | 7.76  | aa1994d8d8ded9a391318db823607dbf93d6425c9af78c959ed81f6b7fa71385
800  | Lucy            | 4     | 7.76  | 4e681722ccb7211a1e73f05cac23e5a57b70758ce26f043529318a06273baa38
801  | Theodora        | 4     | 7.76  | 25e2c283af67de9f0e2d8be9ddaae580556d798d8ad2fcf54b013c421a9713e9
802  | Frieda          | 4     | 7.78  | 2230a66894b67ffc4b28a2e5064570c11e7008bda624e5c66e7112ce7c7e3cbe
803  | Jsandye         | 4     | 7.79  | e9129b3b009744ef2374bcf877c0bedcd3a31d132702278cc745de89bfd82e5e
804  | Mariele         | 4     | 7.82  | 74f4c5d0bf4a4202153d8854e1ccc2b3c685e74dc737afe116bc7763fb1bf88d
805  | Regina          | 4     | 7.82  | b1b8528de49daf364e4ed5152d14b11f14b0af57f89959a8fd5be1e595e04985
806  | Lanna           | 4     | 7.84  | 43d39f798c53c538c38fb203bf2e0c1f8a722887f52c27acb971fa7cb4167141
807  | Sallie          | 4     | 7.87  | 0ab65cc60defd0fca5a4e2d66a40beab56b0b4105264805f81b1ed7121b0ee3c
808  | Libbie          | 4     | 7.87  | c9f3090f7f279de5a02bd68a7844bfff09039c127eddbc43f4568794d31a6514
809  | Maye            | 4     | 7.88  | 87e2472bb07f3472c6c63df3b37f86a92e2fb5df88c9e9c39c119a98b813504c
810  | Anthia          | 4     | 7.89  | b466b0afceaba57ef2d285893b8df36f3764c736be100f6575b2372ec85fe035
811  | Moyna           | 4     | 7.94  | 72d488c9e4eb850f694281ca1c2fe8eed5210ecb4d24e8235f33ad9007dc9ca0
812  | Carmencita      | 4     | 7.96  | a1c7733cce7e5baaad25cc09965d285c6bad1e631058934904f8a8ff67263c57
813  | Tabbatha        | 4     | 7.99  | d31e47afeeefb45b6269fb1212f41bb06da53f5054abe947bca2450665306783
814  | Layla           | 4     | 8.01  | 315d2a671a62f18e161bfb022c882a4f41356bb52ca32e458a57cfee97c81414
815  | Sophia          | 4     | 8.01  | 0c275045bdf66bc597efb6580d1867c70ee65357b04b205161640b711c182c14
816  | Deane           | 4     | 8.04  | d2b436a6b80a9ea69bffc7531232f96f7a083e8d3caf6c6d8c6ff20a199c23a7
817  | Winifred        | 4     | 8.05  | 893d9a338dbe5caddf8bb266241bfe169aac409caa82893cb31084ebc442f0d0
818  | Fanchon         | 4     | 8.05  | a1a40636c29701be5e2a86bd25f4011cf07cc45a42e91c9e7aeb9b5974d8faf3
819  | Dennie          | 4     | 8.07  | 0ad95f768e3467721a8d034a4d5dbc1f94e009860c44912ee0e8b6f8cebb301a
820  | Zaria           | 4     | 8.08  | 27609ca7d85f62550e6d69d1a8d97280cfc173fc7b16baf086775ace273fde4e
821  | Mara            | 4     | 8.11  | f7584b14398f360f4dfd6efbb667f9502778f37e741067343d9bf0f3b30456c9
822  | Bertine         | 4     | 8.12  | 5f40a0f66f49093c8e97134b08ed64a7bf36a44953d8d2f31f799905672fbd8c
823  | Millie          | 4     | 8.13  | d3fd6d42a3eea5928d160c5652d3bc7a4eb849419aedec273cae2ae8209c916e
824  | Nelle           | 4     | 8.15  | 043fb2a6e592aa5d6e21c63284a323e7f8cc47fc2eb1e792f9dc1f01228fefb3
825  | Leontine        | 4     | 8.15  | 9d2a69f96e27c2ea962315e7929a4babf1d637d73c1d0cd7d8ea2af8eb6bc2a2
826  | Emilia          | 4     | 8.2   | d8509b73855ef14be8dbae8859f0649ad6dd276cdb6b5ffebcf744be18c30a53
827  | Dominga         | 4     | 8.21  | 08e1210aefd7a52d6b384c82f2c0f67aa43fa2dfe270ec5d55b1ef9dfd9c263d
828  | Madelle         | 4     | 8.22  | f8052e6ea250408bcfd622d567cfca03dc87b5ffd9efd19ec1c0f362e6f05723
829  | Gabi            | 4     | 8.22  | cfa9c95df95b7b636cd68b759a45d00353b188dc23543bb5bcdee5cbae047242
830  | Cordi           | 4     | 8.25  | a7300fd4ab738aa982d2f3e58d8b53478cf838a86067cd063d13699620e8a7f3
831  | Maryellen       | 4     | 8.25  | 1c5e9abd9bbb5af985eafd19b712bc5755f48232bf576a68b83934c61e102f1e
832  | Lolita          | 4     | 8.26  | 09dcb93be1dfd7e2bdf06942de53fb8945ec74582f6258521bbfefc7baf18652
833  | Cissiee         | 4     | 8.26  | ebdc0251f3d3441623708821e9da5ff0c47f78144f89fd59e02576df2ef43aef
834  | Wynne           | 4     | 8.26  | 5e82dad964f11c04fad8d89c2581be2e1ca07e2f8f0861f6931f25b63fd9b2f0
835  | Jillayne        | 4     | 8.26  | 02e63e9700812714ce761ce1bd61bd6af08efb3a03239f69547db5c1ca68d92f
836  | Bernardine      | 4     | 8.26  | 4c140759938c23b43ca3ff3379ed9d85edc1c5c4e0ce7a17b86f8c3110588c15
837  | Georgetta       | 4     | 8.27  | 597e2e3804ae0984ec0fdabe9c6ab316e17c43341f372ca53117b6b43b62c31b
838  | Fina            | 4     | 8.28  | 5caa8881e44836aa60d72cfe8d0e49d000fd8121a6e10de971fdf3bdc45a6057
839  | Brandise        | 4     | 8.3   | 54b6ffe671800609fc239419cc0ab8c87642da718ac57604f8e20cbf36f7edda
840  | Tori            | 4     | 8.31  | eddf97dd44dfd460fff05647f544548c1a1443c9020c35dbdb6ec486707fc7a1
841  | Hyacinthe       | 4     | 8.31  | 5aac8c6aaba298ed7c33f9c856c4fbac307dddb70fcb9bf58c7897cbfbc1eb42
842  | Mallory         | 4     | 8.35  | 81c4c837c390dd5e3448f12a43549e137dc7cf4a22f1aa5ecee7e0d8621b606b
843  | Ricky           | 4     | 8.36  | 29b28f36e6e0f34ee6a5ddedfee9e5c77acd214fbe5a599170f039fd02367024
844  | Celisse         | 4     | 8.37  | 4df2efb722ae0052573cb62270f6e66891a64e7d27d75404eed9adc8022f2512
845  | Ida             | 4     | 8.41  | 1286146fa3de65e91db55f4726874fb3f966d6d512eab7aaf870fd8256532a73
846  | Merle           | 4     | 8.41  | ebb16e17840325b675b800d7eb68bdb3a27a45d7f463aa1276af1527cc259886
847  | Livvyy          | 4     | 8.43  | d358935f39dd6f4603754ae1fcff3ecf9300b57570aad989cfb0bcad19c50534
848  | Shandie         | 4     | 8.43  | ccb5f60df60a9a1d2ac584ee01ebb79c2450246149c6f73da1bce221cd8f6065
849  | Merrie          | 4     | 8.44  | 01aab45babe922c60234ca9db9dc677ff363598b09594708a838612c851e7b0a
850  | Ottilie         | 4     | 8.45  | 36a67aac5a6891c21eb4f9bde4902252a5e612c37730a7572d062eae1e289fb1
851  | Mady            | 4     | 8.46  | 66e0633f6938edb0b5232de2c31e4bbf401341e1f1998e589b95bcea5c6174cc
852  | Daune           | 4     | 8.47  | 0ab16ec0a154191742b0e57b99e88c50f4c28ddbe90e01d602a71514a38b4f6c
853  | Hyacinthe       | 4     | 8.47  | 5c534728a366159e5d4c73effa78dbe46de5f2acd8d840657dd822a7bc58f3ea
854  | Cassandra       | 4     | 8.48  | 473a9838262bef183c6e9241a97e41fce564544ed86ce39035b1ab7c61b83c5d
855  | Yvonne          | 4     | 8.51  | 6f8d91d7deb586a006d3a23509d93808bc93a1469e2a3137eeab9dbb8f444098
856  | Frank           | 4     | 8.51  | 10464d7faac5040715b358eaf55a140309da3439f11646fe14b53f144a59dbba
857  | Dorothy         | 4     | 8.52  | 592dc874a365de313cc2d4ba800342ecec46a991f76d820ea129dfe8b7576962
858  | Jillayne        | 4     | 8.53  | 9aa406381889892187a99d683a44d20ebe4640d86620dfe7e69bc6adac77cfae
859  | Alejandra       | 4     | 8.54  | 5f2e2693a64e391f389b6303e4cf62c127373e78beb783b3a6f8019f40408c76
860  | Corene          | 4     | 8.56  | 1a393a5d1ca1d8d6ba6628a5c0310b07a23ce7a3d98fa30899851374e08aef38
861  | Jackie          | 4     | 8.57  | b663b01ba30616688a5affed65fb85a1d39ccda80083b531b366c879ff4f23e7
862  | Clementine      | 4     | 8.58  | 0a3010d15427fb5edd1fc26e571cfcdc750bcd76c831ef177774f3b8aad0bd54
863  | Cristine        | 4     | 8.62  | 848e30e93ed374de3d0cc2db42355e9c45deea03c72f320f73b12ca698085d60
864  | Kimmy           | 4     | 8.62  | 154c8b534cde64c196638ef2a5da4a2464e3f94ec8ee0180eb6ab2a1356bc893
865  | Briney          | 4     | 8.65  | 1a0f290e86de0f2917b9903a71dc793533cc1814a420adb023fefe88bf7bfeae
866  | Hettie          | 4     | 8.66  | a34c966404387e6eaf2c73b00e127cbe2705a8d14a0b1b308b79971f491290b5
867  | Candi           | 4     | 8.66  | a27fa56bcb5272798997ee32f2d4111628d2cc56ead10a4ab105583f229ca765
868  | Cyb             | 4     | 8.67  | 49ca13de615e5c92c25642ddf61d22ea1c555f627a7ab9fe4719aeb87b1ad1ed
869  | Fredericka      | 4     | 8.68  | 64bde7dfe551b1cc5ad8b1612808cd8a6fda7c6f744382a571e903852d89a0ee
870  | Tani            | 4     | 8.68  | 70cb6e1e299d95643bae0461511b73eb80f0f7ec104d21c29682796493d0a0c1
871  | Di              | 4     | 8.71  | 5942a073a09d7957f14899550970e9eeb8a67db7325704879292b56822bbd6a2
872  | Ivett           | 4     | 8.76  | 6bfe01079ef77321b96292090a2c91f249cc4d4b3abe44d74a91dbac07224fec
873  | Allyce          | 4     | 8.77  | 1c6e1e8479bd035f97086f7c11c3d2cd54dbd8bce2fb66b83b53e72b7e6a1a75
874  | Dulce           | 4     | 8.77  | 2ad76467d457aa09aaf945cc9ca532ef2f7d54bb419a3f498b90501facf4b121
875  | Minda           | 4     | 8.79  | e2b489b3d0041941863213c6a9a97920a738ae23bbb2b3c3f04d1cb3aae88004
876  | Kellen          | 4     | 8.8   | 00165cb3ae44b78ea9eea81bb2c5b1baa816092120bc4ee198b7f3d6d3b90a2f
877  | Nonnah          | 4     | 8.8   | 5f3a33723b1e5a1dd1ca19a69dfa5b1bc37feef9e3e56ef8c382edeb9fe1d59d
878  | Christy         | 4     | 8.8   | 2c5a68dcc6b61efba894351484eef67fd87bd255c7a0900137dd3941df3e7874
879  | Gui             | 4     | 8.81  | cb59ec60a7e4dcba105dcad8431f417ec78ee310f3cebb5d728825bbe1a8d02e
880  | Agnese          | 4     | 8.82  | 4cc353b91f61c29a2757b47053aed6c6f599f1563f38138e6077db3a6876e223
881  | Glynnis         | 4     | 8.82  | f92187955b13f65eb2ded2aa12d0cbdb1c72a1583e7a067e9b2f21be89fced83
882  | Dorice          | 4     | 8.83  | b8dde60dd1992ecc6a15387f466901cfb5ff9eeab726d77f60e1aba1501807b2
883  | Adele           | 4     | 8.83  | 1aea1a52caedbbc8d0659dccbbdab743b41157eec2f79043434d1a10b99b9728
884  | Fredericka      | 4     | 8.83  | b8bdd2446305b556362e344aa494920194adbfc563f8db32a8f9f0d43df6bfd1
885  | Amelia          | 4     | 8.83  | e3f39b8bc3cf6ba21066b90bf52eac7de13684eb7e38485cbe866bc8fc17d3de
886  | Daryl           | 4     | 8.84  | 72ac1c4580ac9a65d840db596938cda237901d07a43d74f932d9f832e1de13fb
887  | Mallory         | 4     | 8.87  | 7be0368b1126ab6e5acd204bf68801b046bf3eefb7a3c7957cad183f6676ee98
888  | Joeann          | 4     | 8.88  | 2f246f16d0b2d75b440b289ad3431246557d75a763361a6761cff797bcde16e8
889  | Tera            | 4     | 8.88  | 82e37cad5367e7bc42a962cb5a45bb33793e46427ff35be50c2c77e1e73a1968
890  | Veda            | 4     | 8.91  | 0a003a8cece0dac6ea3effefe1166062913a71e63a90b0e9138ad88e12d6bdb7
891  | Myrtice         | 4     | 8.91  | 279b98f5a8981a775d0ef470100f82b3fe653b6034d91dd2d87aac0ecf95bceb
892  | Cathyleen       | 4     | 8.92  | 99627c62656a120776b427e768c456111d0b0455c94eed73906d7c611541049c
893  | Cordi           | 4     | 8.92  | 81bfb0f46f626dc528e5271c6142ccdc207644fe2e8629b6f1f899563d2064c6
894  | Gabriellia      | 4     | 8.93  | 2c6209c048a79422684de476e09634a09641c372de4c837fae14727bfa0fd8ce
895  | Andree          | 4     | 8.93  | 80738502adf916a75b6e5908c5e09b5e71539b06ae14c47cccd4bc25c4a45ae5
896  | Kimberley       | 4     | 8.93  | cba0bfa028475af34a81e68b2a35749e95377a731d55817f2ae3ffab10b86ac5
897  | Angela          | 4     | 8.94  | cc6764ad6bd2d0fdc82520d2db1f0738b7cabe37786466a5b9cb879afd2e2a5e
898  | Farrah          | 4     | 8.94  | a9be49cb623644ff01d8f13afe8b922e471fe95968e3411a52568f92ca51d39c
899  | Vivia           | 4     | 8.99  | 6a0439d3a73b3e921526ad40fb675fd8d9d1d566c3484ab95e1e933c19ba8565
900  | Jacenta         | 4     | 8.99  | b85e6ac07d9f7b9cb1507f641bfc9cb362b814c04b68aaaf26991a913cd39cca
901  | Binny           | 4     | 9.02  | cfcd9f1d8465f35f9d0748f090cdd7329ce742b78a16507c3ec8eb0536d3f494
902  | Sindee          | 4     | 9.03  | 768d34b2a17c2ba6e41f62cb643deb163c26fb59ce7e41f32a35b0f476587d80
903  | Cyndie          | 4     | 9.03  | 06814b7d2b4028f7a2922fa5bc2670502bc0a5cae5be234ea070935552703ade
904  | Cathyleen       | 4     | 9.05  | d05f772960ae8564c8929d7d1128908f727776f5e95b913cfc0808083c995ff2
905  | Kelly           | 4     | 9.06  | 0df19d0c0467345014c34d0e1cac36fc55c4dc71773a2bf205cc8e55a902f57a
906  | Heddie          | 4     | 9.07  | 6160ec4aa1a1858c1b481e3d18c3fc2b2715a2531af7abb9677ddbf1c45d2ec1
907  | Chere           | 4     | 9.07  | 03ce195c2f9230b81655c8cb871a3cc0469641d8a70e630aea7d9c150d61a179
908  | Shauna          | 4     | 9.08  | 249164383231ee88131356fafbf072227c1fc0b7982c6e02e240700f722c0526
909  | Binny           | 4     | 9.08  | 02e9c89d671f48526d54b7acb0dba74114ae2801f045d471b248ebde1f9176c4
910  | Ebonee          | 4     | 9.09  | 4a652cad6995f71acd1c54dd41bea601fe36bb39530711e13d3d06a0574df5cf
911  | Collen          | 4     | 9.09  | 989d9bd5c23d26812588d95f867ae412f54e6660b162bf76fd138ba8d5762c12
912  | Charlena        | 4     | 9.1   | 6f7b4443af0e4f366a07a090be54715c3bf88434002398ca0144df5f6b659c50
913  | Harrietta       | 4     | 9.1   | 512646e21666b3c083f804c64ccf388141bd65b538704aa8a040a39776d6e0c7
914  | Lorie           | 4     | 9.12  | fb4041a9bd55d30ef60f3f4df5164e63b979cfc66e6403a4ea12684ac6e49d35
915  | Malina          | 4     | 9.12  | 396cafcff7274f1a015558a47e3678c7bcb7dbb347f702b54ba949be97890d5e
916  | Lyssa           | 4     | 9.13  | d8796ba9d8f3b83da0b4a473b30a3582b54f7681d39856206c26e11063920fcd
917  | Sherrie         | 4     | 9.15  | 248d3050e354e898e51bf34db3b20596dfd5ea4f9d9740dc0eb173d3c44786b4
918  | Elmira          | 4     | 9.15  | f903a4a30e3cda97fbeb2908b2da8a77adc3745cd659cea4331b4f59d0a09f9e
919  | Codie           | 4     | 9.15  | 76ea3b967e14076604efb837f63013f349b263fbe50de99ff94db77a64fc6613
920  | Tierney         | 4     | 9.16  | 2275273a4bb7ec6f414f50116422c019bab33e20bc9c3f973ad6ea9664a5de6a
921  | Nita            | 4     | 9.17  | 84f7bf9cb84a949b6862cbb21cbe0def35728c2a194c6bfe97b6cdbfc662dd25
922  | Fawne           | 4     | 9.17  | a3c0c9bb3c30f5e87cbbcd3dbb20b2c91a8302bf8e8062f55811f0faf2ab8642
923  | Jenilee         | 4     | 9.17  | f937e42caedc57cdc2f4931cf0dbf9b15791ef6b464e5167fbbb0fc86738a42b
924  | Brandise        | 4     | 9.18  | 7ed6770a748a886c21cadc664a4ac07a570b516b3b9595e10434fecdcf4d9cc1
925  | Dorothy         | 4     | 9.18  | 17d7690fcdba42ff1785054a95348a3e90884d520e1253e6977788e255e3eeac
926  | Ann-Marie       | 4     | 9.19  | c7e7ed0b1595558be39f580f9925c13ba5107cf26c1e183363d7dd8717d9a5b5
927  | Addia           | 4     | 9.21  | 0a7cd3c8e2c4a45455fac72b16a6fc8d0f5bca8eee149b233312208aad96f0c0
928  | Judy            | 4     | 9.24  | 73fd7f4d124ad9914dd9d53cba3f6edc88856fc331361ca1a2d40cba0c3b4e5a
929  | Dawn            | 4     | 9.24  | fbab1841a421ccf9077b0622aa74f3586960b9395f088081f3b4c406d1a1ae2c
930  | Winifred        | 4     | 9.24  | e80171fb0cc4c9fb0751edb141085982eccfb101d5cc8813e230ed85012fa75f
931  | Ekaterina       | 4     | 9.25  | d1b78307fe9e7131be518b0c4eb4ca1bb1a862b3700746fdd903f6dcb4b213c9
932  | Florie          | 4     | 9.25  | 62abd10fe78484008c3008b2461cc10a117f2c1a4dd349f6f06446b309b7ca2a
933  | Farrah          | 4     | 9.25  | 616543612081d4e0692e91080ace0fb2994f119a1ed21f63126cc32ccd96b92d
934  | Vonny           | 4     | 9.25  | ad2167786e02372eb283a37f5a56f5dac40d77942be7ac1f8311e03209d52ab7
935  | Siana           | 4     | 9.27  | 6841a92f5ad226b5a58a96e7a430d1e50771ad83b379dbd173f4fe1b61a96d7a
936  | Lacie           | 4     | 9.28  | cce15e520031c9f9f1f845694eed2e08a9b41950b06970414be01d63492c6245
937  | Brena           | 4     | 9.31  | e8a8245ab73bcea1f71630de6aa1ef08355913cf4108d928fe3ed11356085abf
938  | Rosanne         | 4     | 9.31  | 26d70f4440085a7c98210f82178522456f644c42c2377a5bdbc7c5979bed14da
939  | Lacie           | 4     | 9.32  | a33b2af7d0c6818224a58e3fb3370a6f6a0115efba32d63b81535d5df642c9c8
940  | Zondra          | 4     | 9.32  | 4552e9f6aabd23743d97931eb8c84d7aaf2f014927a3346093d1a809bf1af99c
941  | Ileana          | 4     | 9.34  | 4b325dc0ade8aa6d6a40d25466b9c5b2ca066cd0181821a8566ef875818f6635
942  | Farrah          | 4     | 9.34  | 91fddc1c6f02466ea0bf88a3dc5cce5d4fcecdd26d4bd5acc944295b3cad8c0f
943  | Minne           | 4     | 9.35  | 32c336a7144b4aac7d5301e815ab7f447b00cdc54ff4f68a063c25f8f43f424f
944  | Mahalia         | 4     | 9.35  | 72aeab86d5e83caca9b420dbf9b10cc618f09dc1344f4305d3da39311a34015f
945  | Marita          | 4     | 9.36  | 50c20954aa3882518a73ee3f4104068a68307a9bd5cda2753da49b85c5ee3484
946  | Gratia          | 4     | 9.37  | 70a882a0a3d0ea46f8a09677edb522e2ae8cc5c968c837657153d34274140c67
947  | Melina          | 4     | 9.38  | 460c0be2dec1a0390e963f133c99cef26fb82cac586c83cb3a6ac9aa7bf4f548
948  | Concettina      | 4     | 9.4   | 5d7fa55fa29957624e3d4af3e0eb69a65d112bbbc50944bab8c7ca991320d0db
949  | Wileen          | 4     | 9.43  | 1a9dd4281367d104281331429b199099e8245bc63d7ac819575e00928b98c418
950  | Darlleen        | 4     | 9.47  | 7611aeb193549c9cd6ba478799f7ee97fbc95f682c65e3700f851ee4cbc0d0aa
951  | Kimberley       | 4     | 9.49  | 85c21ba138efb9f9887fffe3e9f76e0502928e94f6cac741f885c020da7a7d2e
952  | Dennie          | 4     | 9.51  | 56b42f0bc951f724d72a9db49ba3926888d00b537adfdd35fd6ad58f0ba1115f
953  | Trixi           | 4     | 9.52  | 5d82fe63306af3ae9103a7d649fc26f97ae633ab34974c363b9556275aaa3a35
954  | Jaime           | 4     | 9.52  | c76481969a8289a2c3f51be6db0ddec6d39637e5e01c216c4e77ec0a9b62ed4a
955  | Laurene         | 4     | 9.53  | fb0e293bb2de01a0ae74809d256116b1286da47dd44afed641b455922ac1ad8e
956  | Merci           | 4     | 9.54  | 0fe4319262e0ed5f33e0d7c72ca5bd95a6075bca4d0f5e9a62fbca7fa05c44b1
957  | Amara           | 4     | 9.55  | 54cef3a4a059591108b8798027e24fe9e6344890eac2774908886107f049e2d8
958  | Gavrielle       | 4     | 9.55  | 06a0def51a057a0e9acdd8e408c4c73dfbcb4a05c4b26f2ab53d7bc1c64b5bee
959  | Morganica       | 4     | 9.57  | 1137618d36c6b7d65bee7adfdc35b66ed668e639a3a33523051b0a0a5f853146
960  | Julieta         | 4     | 9.58  | 3c2fab004ea44307c51e29397a1708c18d13282266dfe77663daa0b55455ecdf
961  | Shirlee         | 4     | 9.59  | 03d82d712fa3d68d482396b6eb6037773f225bd51a53289a76589feeab104661
962  | Letizia         | 4     | 9.6   | f6c1c8562698996bb88c86bf540850d90515052389b64dc84986ee472a80c109
963  | Maryellen       | 4     | 9.61  | 0ad2c04e667e2d4af8d305bec4681d943f85ba84acbbfe4272cf894be4ca0190
964  | Ofilia          | 4     | 9.61  | 94da7d003355f32137f4b9098a25562074143854a29a7a44a1369bcae99ac24c
965  | Corly           | 4     | 9.61  | 422a4fc414aa4559306e7b3de073cb09259e67b5178efeabd100219fc15f366f
966  | Riannon         | 4     | 9.62  | 8ff4805c3ac1dc85f037f12b15454fdc66ec9f0b5829bc8b5c0fa3f10f37f359
967  | Valera          | 4     | 9.64  | 095dfee647a957a3638cb225777178611fe2c7a37aa0cd18b2dedd0fcc07fc07
968  | Basia           | 4     | 9.67  | da118c909d75a539e6b34c6270ac5734fec36a494dc28e560edb85834638297f
969  | Krystle         | 4     | 9.67  | 7b641582f74a3993ba27bb8dcc40690e5254a29fce5f45596a54a447c3dad307
970  | Paola           | 4     | 9.7   | e6974c7ebaacbb548ea01f9e08992b8458bbd4491e6006f6d4046d003348919e
971  | Emmey           | 4     | 9.71  | 70f9ea03ec26c6b7405dbfed7d133e732352a2ff900e8ce1d7bbfe42d4e2af81
972  | Gerrie          | 4     | 9.72  | 398a4bb15eaec6cc49ee21eeb27243c249eabd584ec4b966ef01cd6f1b4e3180
973  | Gianina         | 4     | 9.72  | 3bdb58e33297130865cee742dcc1f202f973d7c42e5f9887c2d2a19dac0d5c9e
974  | Nadine          | 4     | 9.73  | 0f53ae5f1f719d6b832cf2d9df70995e756c6ce87365239218ee78aba6070ef4
975  | Meghann         | 4     | 9.77  | c2fb473d70e81ab31f473603946421728917503c260cce102a8a9924c57b41c0
976  | Mureil          | 4     | 9.78  | d10707148185d92fff50ba08b8ab7517719e3b8590bdafe8ff694e70d66345b2
977  | Elka            | 4     | 9.81  | a7559751cec688c1529addc7dd866ff4c3c1153a36ca9b1e89a542742ce9d6e5
978  | Natka           | 4     | 9.82  | 388896f7db579847a920e3aa5f7fdd3e799321aab40ce45aea9b08a7dc4f52ad
979  | Elena           | 4     | 9.83  | 990a8825271d216e49752b956a70851c7606997b4612ce668974a091a3c249b0
980  | Hallie          | 4     | 9.84  | d5ae65dce50bbdf2162a5c11550695dad26edd79c74e4730c762b68769169eeb
981  | Stacey          | 4     | 9.85  | 498c031cb35c8287d56f3e903579955c7b868d67f1eee7d04372443ebe6960c7
982  | Gratia          | 4     | 9.85  | 3794bf648673eed3b10759407b2b5ce55cfb2c9540658f48c34980e685dc8818
983  | Ulrike          | 4     | 9.86  | a40002b17d3bc7384a0178b0494e8b013b55087f8ccff46960d4fb587cf7620f
984  | Sybille         | 4     | 9.87  | 6985725b92cc3fba15e5b5b558842625f7035619e4a07faf6004a3534e8893d4
985  | Alexine         | 4     | 9.87  | b9ef376f17d8ae3b550f544bec078466ea5c865ff75e5e9f9451b2647948a7a9
986  | Jessy           | 4     | 9.89  | ee9a04a546c0be99c96e9d517c3b9086ea86b3369907070c1159531fd08a01ae
987  | Danny           | 4     | 9.89  | 12758897219f7f0df88cbba5bcc9673a93b5fdb3787b70a231b930d61134d9dc
988  | Hildegaard      | 4     | 9.9   | 6866375414eb5182ddf0b3a72d57860fe0544cd171437bbe4fa95737627f381e
989  | Karlee          | 4     | 9.9   | cb5c834809a81cf803f8eb16279ae8153baa71439c3b34e19179b86100f1a6a9
990  | Rebeca          | 4     | 9.91  | b66888d7b13a94221475298decf9f002715880221cebec4cb238449e34a79db5
991  | Lenna           | 4     | 9.92  | fb3a71db959900d19482803195211f6e547bdd672aa3f400b2df72c80c8910fa
992  | Betta           | 4     | 9.92  | e60198a009a1a8329584cf828b84ca188b17872ae65da5e7336b37b195d1e3c8
993  | Marita          | 4     | 9.92  | 2fb890e5920c192ecf2d7f2ff352c7bd898801be2f3fc54b5b2f03bbaa0f3287
994  | Flory           | 4     | 9.92  | ebb804b4f844a9ac030b9ee47b2742d9db90adbc2d5c1f17f9939e779c226198
995  | Ellette         | 4     | 9.92  | 4ea0767ecc935279ac5e488dd08d3aac0481502d6ab4c07beb4a9e2f71be245e
996  | Dari            | 4     | 9.93  | 973b8eebe52ff1969d2391f537ca9aaa21f23d217643fa1f44cac911b32f21f4
997  | Clementine      | 4     | 9.96  | f3fbe860c3d125a6a436ee7f945849e6083966eceb573726d5c7cd96d59da617
998  | June            | 4     | 9.96  | 04000ef94d9db2587c734e471a7c3b4434d9b43f984ada54319961bc6aa8fc65
